"","SRX033482","SRX033489","SRX033479","SRX033490","SRX033480","SRX033472","SRX033485","SRX033493","SRX033475","SRX033486"
"ENSMUSG00000031617",50,141,74,162,47,69,85,131,91,87
"ENSMUSG00000031622",191,461,333,484,180,399,305,519,263,253
"ENSMUSG00000031627",166,375,226,479,207,223,212,535,203,194
"ENSMUSG00000031628",47,175,83,161,71,70,56,137,81,89
"ENSMUSG00000031631",11,20,9,13,11,11,14,16,8,11
"ENSMUSG00000031633",2677,6234,4644,6263,2582,4749,2824,6824,3381,3037
"ENSMUSG00000031636",13,23,15,41,6,12,14,26,11,15
"ENSMUSG00000031639",100,205,80,266,97,71,115,252,114,177
"ENSMUSG00000031642",65,127,148,156,69,142,112,180,134,99
"ENSMUSG00000031647",190,500,302,574,252,358,214,630,307,307
"ENSMUSG00000031652",308,631,369,684,401,439,405,786,425,510
"ENSMUSG00000031654",54,76,71,130,50,60,43,108,65,71
"ENSMUSG00000031659",81,183,136,259,91,106,96,159,85,108
"ENSMUSG00000031661",73,166,169,211,81,96,73,94,80,67
"ENSMUSG00000031662",6,11,16,9,4,16,8,14,5,13
"ENSMUSG00000031665",243,458,302,656,215,358,386,656,297,335
"ENSMUSG00000031667",33,81,49,70,34,63,28,71,40,23
"ENSMUSG00000031669",15,46,16,46,7,18,21,55,7,21
"ENSMUSG00000031672",13,35,15,39,22,13,19,36,12,15
"ENSMUSG00000031673",519,1058,632,1075,584,517,470,1353,527,740
"ENSMUSG00000031681",54,119,124,143,66,122,86,163,89,97
"ENSMUSG00000031683",1,3,3,6,2,1,1,6,2,0
"ENSMUSG00000031684",26,30,29,44,11,20,14,45,21,26
"ENSMUSG00000031691",1247,3037,2562,3320,1438,2447,1957,3737,2137,1895
"ENSMUSG00000031696",1567,3808,1448,3646,1769,1217,1457,3949,1941,2642
"ENSMUSG00000031697",151,286,111,317,156,92,75,325,101,145
"ENSMUSG00000031701",1542,3380,1502,3240,1751,1265,1090,3598,1689,1861
"ENSMUSG00000031703",2049,5341,2105,5174,2196,2044,1977,5500,2472,3271
"ENSMUSG00000031706",292,619,631,690,226,605,489,714,447,374
"ENSMUSG00000031708",878,1660,1123,2125,931,1227,1180,2106,1118,925
"ENSMUSG00000031709",134,345,261,344,136,257,206,456,206,227
"ENSMUSG00000031711",22,67,22,49,41,38,21,55,26,37
"ENSMUSG00000031712",3,7,0,17,2,8,1,7,1,5
"ENSMUSG00000031714",522,1058,545,1164,439,442,443,1007,419,483
"ENSMUSG00000031723",72,186,87,190,65,116,82,171,80,66
"ENSMUSG00000031727",1,8,7,10,2,11,0,16,1,3
"ENSMUSG00000031728",221,483,306,485,162,310,233,527,253,255
"ENSMUSG00000031729",648,1439,854,1538,675,817,700,1706,831,937
"ENSMUSG00000031731",734,1948,1101,2034,846,1123,975,2234,1071,1203
"ENSMUSG00000031732",26,68,62,70,61,49,62,84,51,48
"ENSMUSG00000031734",0,2,1,1,6,0,0,3,0,3
"ENSMUSG00000031736",0,8,4,9,0,0,0,3,0,0
"ENSMUSG00000031738",4,1,3,5,6,1,1,0,6,1
"ENSMUSG00000031740",14,30,21,52,15,22,27,36,19,23
"ENSMUSG00000031749",49,102,127,137,49,107,87,129,71,55
"ENSMUSG00000031753",455,1158,595,1084,448,602,482,1341,553,559
"ENSMUSG00000031755",332,783,311,776,253,394,272,825,319,356
"ENSMUSG00000031756",4,22,6,20,3,12,7,25,7,14
"ENSMUSG00000031758",62,130,172,117,67,97,90,155,94,101
"ENSMUSG00000031760",711,1687,1080,2470,525,751,1160,2036,705,859
"ENSMUSG00000031762",104,335,188,453,135,181,284,337,161,235
"ENSMUSG00000031765",270,893,546,1269,264,554,1038,940,340,660
"ENSMUSG00000031766",3,7,0,6,4,4,6,7,3,2
"ENSMUSG00000031767",7,6,5,13,5,4,4,7,4,2
"ENSMUSG00000031773",4,1,1,4,3,7,5,2,4,2
"ENSMUSG00000031774",192,466,217,539,204,259,165,571,207,235
"ENSMUSG00000031775",291,596,574,780,265,401,224,517,290,244
"ENSMUSG00000031776",734,1751,1087,2168,692,1095,872,2276,949,950
"ENSMUSG00000031778",381,1163,836,1080,282,612,712,1087,358,692
"ENSMUSG00000031780",3,7,13,11,6,19,21,38,11,11
"ENSMUSG00000031783",4,5,3,6,3,0,1,9,6,2
"ENSMUSG00000031785",552,1234,906,1599,451,971,945,1318,744,704
"ENSMUSG00000031786",5,23,16,26,4,17,15,40,1,2
"ENSMUSG00000031787",267,628,593,669,259,776,501,985,499,386
"ENSMUSG00000031788",297,647,665,667,298,613,395,682,432,364
"ENSMUSG00000031790",200,393,353,426,172,542,455,614,372,350
"ENSMUSG00000031791",893,2202,1522,2325,941,1521,923,2706,1146,1113
"ENSMUSG00000031796",255,557,322,692,298,392,330,686,278,345
"ENSMUSG00000031803",6,18,15,31,6,9,5,8,1,4
"ENSMUSG00000031805",5,17,12,13,5,21,24,29,16,17
"ENSMUSG00000031807",37,106,84,94,23,94,110,126,68,76
"ENSMUSG00000031808",502,1081,1047,1179,427,1111,912,1195,829,666
"ENSMUSG00000031811",593,1033,1171,1043,532,1160,799,1284,803,759
"ENSMUSG00000031812",277,733,485,759,278,474,381,672,333,364
"ENSMUSG00000031813",52,94,129,146,68,146,104,162,89,62
"ENSMUSG00000031818",2573,6490,3520,6750,1852,3650,2076,6989,2548,2275
"ENSMUSG00000031819",151,348,283,353,140,262,162,374,177,164
"ENSMUSG00000031820",352,790,575,1002,287,658,527,1022,454,503
"ENSMUSG00000031822",25,79,107,81,32,67,63,103,79,50
"ENSMUSG00000031827",291,544,591,675,279,520,455,665,346,362
"ENSMUSG00000031828",62,136,126,140,51,130,80,135,78,74
"ENSMUSG00000031831",2,11,3,12,0,7,4,3,4,2
"ENSMUSG00000031832",2,6,2,6,2,4,6,6,3,8
"ENSMUSG00000031833",2114,4358,4778,4434,1930,4148,3930,5348,3453,3112
"ENSMUSG00000031835",906,2279,1219,2349,756,1482,1004,2143,1084,1029
"ENSMUSG00000031837",393,936,465,943,241,570,376,778,369,328
"ENSMUSG00000031838",18,30,16,51,23,22,25,71,18,29
"ENSMUSG00000031839",812,2134,1018,2763,749,1202,951,2496,954,976
"ENSMUSG00000031840",766,2309,1396,2152,717,1668,665,2558,978,780
"ENSMUSG00000031843",5,16,6,27,14,4,10,25,9,16
"ENSMUSG00000031847",28,98,83,115,45,75,54,123,74,57
"ENSMUSG00000031848",20,43,38,54,31,44,28,38,19,13
"ENSMUSG00000031849",3,3,5,2,0,5,2,1,0,3
"ENSMUSG00000031851",22,32,23,30,14,31,18,34,11,8
"ENSMUSG00000031853",22,40,40,53,28,46,34,67,34,32
"ENSMUSG00000031858",578,1445,1077,1444,506,1237,1020,2073,921,887
"ENSMUSG00000031861",3,10,11,17,4,2,7,7,9,2
"ENSMUSG00000031862",446,881,774,967,360,758,679,1031,625,557
"ENSMUSG00000031870",34,90,104,92,72,66,80,111,77,86
"ENSMUSG00000031871",163,352,234,380,117,204,192,321,132,183
"ENSMUSG00000031872",105,185,137,247,83,141,149,290,128,122
"ENSMUSG00000031875",49,94,55,116,33,42,44,134,47,39
"ENSMUSG00000031879",36,73,89,95,44,84,38,99,76,28
"ENSMUSG00000031880",8,11,26,12,16,13,14,16,9,11
"ENSMUSG00000031883",17,48,45,54,17,32,36,65,35,22
"ENSMUSG00000031885",158,325,144,324,181,86,123,363,178,235
"ENSMUSG00000031893",12,4,13,13,0,6,4,16,4,5
"ENSMUSG00000031896",3,5,4,9,1,7,7,8,7,3
"ENSMUSG00000031897",81,181,261,239,97,207,121,318,139,96
"ENSMUSG00000031902",46,102,61,129,54,57,79,129,51,86
"ENSMUSG00000031903",255,561,380,557,202,454,261,628,334,287
"ENSMUSG00000031904",260,607,395,529,278,396,293,708,355,367
"ENSMUSG00000031906",2030,4568,2984,4623,1522,3224,2208,3900,2439,2192
"ENSMUSG00000031907",93,236,118,265,122,123,107,273,133,160
"ENSMUSG00000031910",67,186,76,155,43,89,94,152,73,93
"ENSMUSG00000031913",24,75,32,69,17,42,26,80,40,29
"ENSMUSG00000031916",44,122,55,101,47,60,60,120,51,50
"ENSMUSG00000031917",60,197,113,151,71,111,79,214,73,114
"ENSMUSG00000031924",1578,3702,2076,3797,1689,1867,1521,3641,1715,1765
"ENSMUSG00000031925",40,87,42,109,35,54,59,99,55,57
"ENSMUSG00000031930",204,462,326,531,199,392,292,491,286,248
"ENSMUSG00000031931",64,165,79,190,58,51,78,155,82,82
"ENSMUSG00000031932",324,800,265,815,254,486,290,611,327,355
"ENSMUSG00000031934",157,346,207,375,166,233,229,433,200,247
"ENSMUSG00000031935",242,576,314,569,209,253,247,612,296,303
"ENSMUSG00000031937",111,273,134,282,94,182,137,364,134,140
"ENSMUSG00000031938",173,365,147,418,175,179,179,454,180,248
"ENSMUSG00000031939",15,23,6,26,20,8,8,24,16,23
"ENSMUSG00000031948",454,1010,472,1098,404,622,410,1100,500,457
"ENSMUSG00000031949",55,102,50,81,46,62,54,110,45,53
"ENSMUSG00000031951",36,112,60,112,37,97,61,131,53,47
"ENSMUSG00000031952",8,20,21,14,0,2,11,24,10,13
"ENSMUSG00000031953",17,54,41,61,15,22,16,61,34,32
"ENSMUSG00000031954",488,1113,476,1339,603,423,314,1278,493,552
"ENSMUSG00000031955",430,865,880,1013,411,813,634,889,588,450
"ENSMUSG00000031958",55,93,84,94,39,79,67,147,82,54
"ENSMUSG00000031959",297,723,397,717,268,448,349,741,444,393
"ENSMUSG00000031962",17,31,22,43,15,38,11,35,20,13
"ENSMUSG00000031963",78,170,124,197,80,95,87,184,68,77
"ENSMUSG00000031970",113,212,155,256,79,198,165,314,130,160
"ENSMUSG00000031971",601,1162,697,1111,471,700,602,1281,708,715
"ENSMUSG00000031972",19,67,84,74,14,101,54,96,72,52
"ENSMUSG00000031974",271,580,379,686,261,420,399,738,386,387
"ENSMUSG00000031976",222,571,327,512,281,302,278,616,306,305
"ENSMUSG00000031979",58,127,83,102,38,88,59,145,78,49
"ENSMUSG00000031980",71,251,45,328,54,75,194,92,45,39
"ENSMUSG00000031982",35,86,57,86,30,64,51,108,59,51
"ENSMUSG00000031983",425,984,688,1229,438,840,667,1172,748,589
"ENSMUSG00000031984",119,188,132,201,105,119,63,233,105,99
"ENSMUSG00000031986",36,54,53,50,22,53,35,65,55,38
"ENSMUSG00000031987",774,1337,923,1597,597,786,706,1491,644,820
"ENSMUSG00000031988",1304,2918,1765,2974,1244,1656,1438,3110,1571,1590
"ENSMUSG00000031990",303,650,329,725,288,292,255,555,246,293
"ENSMUSG00000031993",999,2443,1341,2528,1021,1424,1242,2620,1327,1398
"ENSMUSG00000031994",27,29,38,41,18,18,24,42,32,30
"ENSMUSG00000031996",5705,13259,6812,13649,5914,6548,5270,13513,6146,6286
"ENSMUSG00000031997",76,142,77,162,63,59,48,125,65,83
"ENSMUSG00000032002",258,481,254,382,318,223,239,503,286,363
"ENSMUSG00000032006",22,49,16,36,20,13,27,46,9,23
"ENSMUSG00000032009",586,1402,924,1447,736,914,716,1318,762,807
"ENSMUSG00000032010",544,1180,595,1258,568,657,636,1272,580,695
"ENSMUSG00000032011",3696,8428,6660,10503,3687,6861,5554,10579,5420,4499
"ENSMUSG00000032012",256,649,790,818,298,576,695,991,486,500
"ENSMUSG00000032014",74,176,119,188,74,134,96,212,89,101
"ENSMUSG00000032017",150,305,352,343,169,370,234,444,227,205
"ENSMUSG00000032018",283,623,290,649,337,193,221,572,271,313
"ENSMUSG00000032026",82,175,138,131,123,125,45,175,94,60
"ENSMUSG00000032033",10,16,15,28,5,20,10,24,9,12
"ENSMUSG00000032034",5,30,7,24,12,21,15,21,20,19
"ENSMUSG00000032035",4,2,5,5,2,2,7,2,1,2
"ENSMUSG00000032036",53,111,90,122,54,103,71,118,71,64
"ENSMUSG00000032038",152,370,155,376,184,171,177,363,127,188
"ENSMUSG00000032040",30,83,36,100,51,69,48,104,47,54
"ENSMUSG00000032041",6,20,22,27,5,41,14,35,17,19
"ENSMUSG00000032047",659,1649,752,1697,639,795,667,1872,646,825
"ENSMUSG00000032050",266,500,215,558,284,152,155,555,233,342
"ENSMUSG00000032051",44,81,64,59,29,48,42,72,32,49
"ENSMUSG00000032058",73,150,105,153,73,76,65,161,83,91
"ENSMUSG00000032060",569,1260,472,1281,403,372,410,1211,301,446
"ENSMUSG00000032062",6,30,12,30,13,14,18,41,7,12
"ENSMUSG00000032066",38,77,29,74,19,16,21,32,13,16
"ENSMUSG00000032067",114,244,90,268,141,115,83,222,125,130
"ENSMUSG00000032076",119,331,207,405,120,246,231,409,124,139
"ENSMUSG00000032077",5,12,4,15,12,8,15,10,6,8
"ENSMUSG00000032085",95,140,96,161,67,99,84,143,83,68
"ENSMUSG00000032086",1,2,5,5,6,7,0,8,6,0
"ENSMUSG00000032087",17,53,58,58,32,46,50,61,61,49
"ENSMUSG00000032089",76,165,87,222,71,130,91,205,107,90
"ENSMUSG00000032091",5,11,2,10,0,17,18,20,6,9
"ENSMUSG00000032092",1,2,7,14,10,5,12,19,5,9
"ENSMUSG00000032096",18,48,20,54,21,18,14,55,25,26
"ENSMUSG00000032097",444,1076,634,1096,555,500,489,1227,650,740
"ENSMUSG00000032101",252,656,335,615,317,369,351,726,326,399
"ENSMUSG00000032105",4,15,7,13,8,9,6,9,10,4
"ENSMUSG00000032109",51,134,109,129,47,94,78,114,70,65
"ENSMUSG00000032112",267,688,345,695,268,360,284,685,273,351
"ENSMUSG00000032113",17,27,21,44,13,16,4,31,13,16
"ENSMUSG00000032114",124,334,199,352,131,236,162,335,179,132
"ENSMUSG00000032119",168,315,215,333,133,222,162,400,217,232
"ENSMUSG00000032120",1203,2798,2023,3220,1058,2404,1866,3093,2026,1712
"ENSMUSG00000032121",113,220,116,219,104,131,88,259,106,121
"ENSMUSG00000032122",6,9,5,13,4,3,2,5,2,6
"ENSMUSG00000032123",125,224,155,241,124,226,155,316,162,138
"ENSMUSG00000032125",56,101,141,145,47,95,58,104,72,56
"ENSMUSG00000032126",41,112,54,128,36,64,59,144,65,59
"ENSMUSG00000032127",763,1797,1054,1870,616,1169,885,1827,816,804
"ENSMUSG00000032128",180,409,579,320,180,493,380,584,429,286
"ENSMUSG00000032135",9,29,16,28,7,10,9,24,8,5
"ENSMUSG00000032171",165,371,279,385,153,395,149,436,261,168
"ENSMUSG00000032172",429,1131,1333,1278,596,1150,1056,1825,948,842
"ENSMUSG00000032174",1904,3606,3638,3623,1827,3722,2694,4294,2571,2353
"ENSMUSG00000032175",160,320,340,376,120,312,240,409,229,227
"ENSMUSG00000032178",450,923,499,954,417,669,467,1009,503,476
"ENSMUSG00000032179",2,9,1,5,5,2,2,5,0,2
"ENSMUSG00000032180",63,143,95,158,57,117,99,164,90,74
"ENSMUSG00000032181",2102,4023,1721,4822,1922,1337,1530,4859,1700,2384
"ENSMUSG00000032182",72,135,105,178,65,113,112,215,89,111
"ENSMUSG00000032184",307,516,317,608,281,262,394,697,286,401
"ENSMUSG00000032186",6120,13658,7625,13872,7253,7493,7426,17382,9277,11033
"ENSMUSG00000032187",1415,3071,2176,3244,1371,2167,1981,3658,1691,1732
"ENSMUSG00000032192",1133,2428,856,2444,953,827,1131,2435,967,1401
"ENSMUSG00000032193",203,426,289,514,185,369,261,530,294,272
"ENSMUSG00000032194",126,214,192,249,118,203,180,217,147,130
"ENSMUSG00000032198",74,125,171,136,39,136,155,109,117,93
"ENSMUSG00000032199",1389,3235,1842,3444,1469,1773,1601,3788,1709,1834
"ENSMUSG00000032202",33,106,56,115,31,79,70,111,80,79
"ENSMUSG00000032203",123,245,127,213,97,148,112,268,128,136
"ENSMUSG00000032212",832,1598,759,1701,744,618,457,1722,712,777
"ENSMUSG00000032214",5,7,1,6,5,5,8,13,8,5
"ENSMUSG00000032216",5065,12561,5910,13107,5579,6100,5460,13312,5518,7069
"ENSMUSG00000032217",130,255,180,233,117,161,126,309,136,126
"ENSMUSG00000032218",4,16,10,14,13,9,17,24,10,7
"ENSMUSG00000032219",30,70,29,68,37,28,18,66,35,36
"ENSMUSG00000032220",196,359,210,411,201,123,168,405,139,156
"ENSMUSG00000032221",23,41,20,62,12,43,19,91,41,22
"ENSMUSG00000032228",298,572,253,653,284,239,275,602,276,365
"ENSMUSG00000032239",74,152,111,171,69,120,80,196,61,91
"ENSMUSG00000032243",17,59,33,65,11,18,19,48,19,27
"ENSMUSG00000032244",1736,4422,2659,4460,2201,2450,2240,5075,2625,3076
"ENSMUSG00000032246",0,12,0,6,0,4,1,23,0,0
"ENSMUSG00000032249",71,234,67,273,91,63,52,294,50,109
"ENSMUSG00000032251",168,325,151,339,131,117,171,329,136,194
"ENSMUSG00000032252",588,1265,525,1165,447,658,504,1217,681,726
"ENSMUSG00000032253",999,1787,818,1764,1213,604,698,1856,981,1254
"ENSMUSG00000032254",4,13,8,16,4,3,5,11,9,6
"ENSMUSG00000032257",71,179,81,156,56,75,115,145,64,94
"ENSMUSG00000032259",1662,4286,1784,4081,1186,1874,1491,3131,1465,1524
"ENSMUSG00000032261",33,41,42,48,16,18,15,51,24,25
"ENSMUSG00000032262",375,725,403,728,379,289,346,679,365,409
"ENSMUSG00000032263",46,100,43,152,36,30,44,112,33,47
"ENSMUSG00000032264",177,463,202,453,174,168,170,436,136,209
"ENSMUSG00000032265",16,41,23,41,28,14,22,33,12,24
"ENSMUSG00000032267",492,1182,486,1110,444,511,424,1101,498,508
"ENSMUSG00000032268",9,14,22,30,6,23,8,18,12,8
"ENSMUSG00000032269",14,36,27,36,11,24,12,39,22,20
"ENSMUSG00000032278",7,15,9,18,1,12,2,20,6,8
"ENSMUSG00000032279",1313,3041,1393,2795,1480,1470,1344,3352,1475,1779
"ENSMUSG00000032285",124,210,157,254,147,111,75,238,96,134
"ENSMUSG00000032288",39,125,66,127,53,77,58,167,73,58
"ENSMUSG00000032290",366,879,511,878,379,520,538,1122,474,588
"ENSMUSG00000032291",26,79,21,83,20,32,15,75,16,17
"ENSMUSG00000032293",396,828,429,837,419,349,332,906,519,590
"ENSMUSG00000032294",858,1670,1209,2059,879,1348,919,2018,1113,826
"ENSMUSG00000032298",32,93,54,94,29,69,68,118,58,36
"ENSMUSG00000032299",128,409,277,390,94,320,153,394,195,185
"ENSMUSG00000032300",60,147,157,184,49,133,116,172,122,103
"ENSMUSG00000032301",40,115,31,125,46,36,33,132,61,38
"ENSMUSG00000032303",13,14,13,15,4,8,10,13,8,11
"ENSMUSG00000032305",17,36,33,26,13,20,29,38,36,15
"ENSMUSG00000032308",220,416,336,411,196,382,208,454,327,221
"ENSMUSG00000032309",29,49,26,44,28,27,23,62,31,41
"ENSMUSG00000032312",193,400,285,467,182,352,303,489,229,252
"ENSMUSG00000032313",2,24,10,21,8,11,13,7,5,8
"ENSMUSG00000032316",259,572,393,653,207,373,324,707,275,283
"ENSMUSG00000032320",89,247,206,245,145,225,230,297,207,184
"ENSMUSG00000032323",30,57,58,66,30,34,26,74,22,24
"ENSMUSG00000032324",2135,5309,2651,5224,2084,2951,2126,6044,2697,2832
"ENSMUSG00000032328",374,795,921,821,503,920,779,1067,768,649
"ENSMUSG00000032329",864,2269,1086,2257,804,1210,962,2224,992,1217
"ENSMUSG00000032330",291,993,438,1019,293,463,399,1376,381,429
"ENSMUSG00000032333",295,575,592,674,264,601,416,744,448,344
"ENSMUSG00000032334",3,14,15,16,11,18,21,15,6,4
"ENSMUSG00000032336",1577,4201,1844,4068,1686,2173,1457,4253,2141,2108
"ENSMUSG00000032338",34,59,59,74,55,96,71,69,67,54
"ENSMUSG00000032340",1106,2496,1464,2626,1177,1971,1847,3737,1677,1901
"ENSMUSG00000032343",50,67,18,60,25,6,4,3,2,2
"ENSMUSG00000032348",123,309,140,373,166,127,136,417,143,159
"ENSMUSG00000032349",6,15,9,18,1,2,7,25,4,1
"ENSMUSG00000032350",656,1407,752,1609,594,737,602,1350,678,830
"ENSMUSG00000032352",20,71,30,91,51,32,39,76,44,45
"ENSMUSG00000032353",118,373,190,405,163,212,189,420,175,180
"ENSMUSG00000032355",94,278,130,259,129,125,121,298,113,149
"ENSMUSG00000032356",182,496,474,648,177,476,401,670,327,300
"ENSMUSG00000032360",29,54,24,49,42,19,38,66,34,34
"ENSMUSG00000032368",66,167,202,233,53,142,201,164,95,116
"ENSMUSG00000032370",162,313,130,335,160,134,133,331,151,213
"ENSMUSG00000032375",9,21,16,23,10,14,25,27,12,27
"ENSMUSG00000032377",8,12,7,16,2,4,1,8,3,8
"ENSMUSG00000032381",30,60,20,49,28,15,13,61,23,17
"ENSMUSG00000032383",48,117,74,147,62,41,47,93,68,65
"ENSMUSG00000032387",14,31,12,25,13,17,18,27,15,16
"ENSMUSG00000032388",226,511,219,568,237,272,251,597,266,299
"ENSMUSG00000032392",4,7,2,14,2,8,15,18,12,1
"ENSMUSG00000032393",1840,3893,1838,4335,1976,1717,1880,4272,2033,2516
"ENSMUSG00000032394",6,19,22,26,7,18,16,27,10,11
"ENSMUSG00000032397",63,150,41,132,65,73,31,170,71,99
"ENSMUSG00000032398",135,289,120,360,151,80,60,219,80,100
"ENSMUSG00000032399",346,788,436,849,378,462,307,931,397,376
"ENSMUSG00000032403",23,64,45,75,19,56,65,108,30,71
"ENSMUSG00000032405",187,462,236,496,185,240,284,593,213,318
"ENSMUSG00000032407",635,1015,393,1005,572,301,371,1065,521,640
"ENSMUSG00000032409",54,116,73,144,82,57,58,138,81,127
"ENSMUSG00000032410",178,499,251,515,291,257,246,504,320,359
"ENSMUSG00000032411",176,362,174,384,224,188,176,372,232,245
"ENSMUSG00000032412",461,1139,503,1188,451,607,380,1269,559,649
"ENSMUSG00000032413",31,80,54,87,42,32,39,88,63,72
"ENSMUSG00000032415",14,9,6,17,3,11,15,27,15,11
"ENSMUSG00000032417",99,265,138,289,102,133,129,325,136,128
"ENSMUSG00000032418",3,7,6,14,13,5,9,15,8,5
"ENSMUSG00000032419",7,21,16,21,23,17,25,25,15,23
"ENSMUSG00000032420",157,415,161,354,94,155,120,258,201,152
"ENSMUSG00000032423",554,1071,456,1109,646,260,323,1139,599,714
"ENSMUSG00000032424",51,110,43,117,68,48,26,135,55,52
"ENSMUSG00000032425",21,57,30,57,21,94,74,108,69,76
"ENSMUSG00000032431",5,8,4,6,4,7,4,8,10,2
"ENSMUSG00000032434",247,549,310,509,240,292,243,520,385,294
"ENSMUSG00000032435",704,1774,840,1914,739,787,796,1875,862,979
"ENSMUSG00000032436",5,24,11,21,14,9,15,28,10,11
"ENSMUSG00000032437",688,1576,1108,1557,778,891,847,1990,881,1092
"ENSMUSG00000032440",216,449,272,494,173,264,257,467,198,228
"ENSMUSG00000032443",0,7,0,8,2,1,2,6,2,1
"ENSMUSG00000032452",339,928,867,834,474,794,754,1198,614,670
"ENSMUSG00000032458",825,1895,918,2160,836,904,779,2246,902,985
"ENSMUSG00000032459",84,255,124,295,125,122,84,309,117,179
"ENSMUSG00000032462",20,36,8,33,48,12,12,24,21,20
"ENSMUSG00000032463",103,170,91,179,97,61,34,145,59,68
"ENSMUSG00000032468",462,1042,598,1030,479,556,431,1038,517,554
"ENSMUSG00000032470",118,236,169,284,139,156,112,227,109,93
"ENSMUSG00000032475",64,141,53,133,68,72,48,133,61,84
"ENSMUSG00000032477",43,77,36,79,32,43,48,106,37,44
"ENSMUSG00000032479",2013,3942,2413,4096,1906,2282,1775,3675,2005,1933
"ENSMUSG00000032481",180,437,267,475,220,258,161,460,247,247
"ENSMUSG00000032482",1613,3258,3234,4078,1692,2738,2341,4287,2388,2195
"ENSMUSG00000032487",85,182,132,182,72,33,67,114,47,92
"ENSMUSG00000032489",16,64,30,67,24,31,35,59,30,34
"ENSMUSG00000032491",5,13,8,20,3,12,9,17,6,9
"ENSMUSG00000032492",27,46,67,75,15,61,38,71,40,27
"ENSMUSG00000032495",13,18,14,24,10,10,5,13,9,2
"ENSMUSG00000032497",272,580,293,681,260,242,204,728,288,318
"ENSMUSG00000032500",783,1871,1048,1912,810,1366,723,1785,921,879
"ENSMUSG00000032501",33,68,136,78,51,78,108,165,78,88
"ENSMUSG00000032508",3,8,8,6,5,8,1,6,8,3
"ENSMUSG00000032512",556,1431,807,1595,668,939,665,1584,776,816
"ENSMUSG00000032513",174,566,494,505,202,366,369,611,318,303
"ENSMUSG00000032515",64,132,188,161,73,141,96,199,138,91
"ENSMUSG00000032517",810,1754,859,1936,694,545,481,1212,318,572
"ENSMUSG00000032518",6,8,4,10,1,1,0,1,0,3
"ENSMUSG00000032523",42,102,124,122,55,129,77,115,92,72
"ENSMUSG00000032525",239,355,232,416,186,164,214,478,225,334
"ENSMUSG00000032526",119,275,91,325,127,74,122,314,94,141
"ENSMUSG00000032532",827,1479,2220,2114,1153,1620,1624,2783,1359,1598
"ENSMUSG00000032536",744,1253,1411,1508,679,1255,911,1688,942,818
"ENSMUSG00000032537",269,461,393,549,194,303,281,527,233,228
"ENSMUSG00000032546",6,11,5,24,5,4,3,15,4,6
"ENSMUSG00000032547",243,481,227,563,223,248,303,627,236,316
"ENSMUSG00000032548",22,36,25,41,18,15,30,37,15,22
"ENSMUSG00000032549",10583,25607,17346,26681,11852,15723,12959,28564,14785,14381
"ENSMUSG00000032551",66,109,34,128,66,20,42,114,66,73
"ENSMUSG00000032553",161,428,279,481,183,313,213,492,263,192
"ENSMUSG00000032554",743,1520,896,1439,546,839,607,1135,620,558
"ENSMUSG00000032555",191,476,233,431,218,298,196,542,261,256
"ENSMUSG00000032556",22,66,37,67,32,18,20,54,17,20
"ENSMUSG00000032557",56,100,61,128,58,89,52,151,57,106
"ENSMUSG00000032558",6,5,17,10,13,15,11,16,14,12
"ENSMUSG00000032560",479,1131,514,1253,549,489,548,1251,564,674
"ENSMUSG00000032562",1171,2243,1892,2854,838,1866,1434,2843,1402,1290
"ENSMUSG00000032564",53,125,110,146,52,82,54,148,76,94
"ENSMUSG00000032565",83,185,118,192,81,166,114,235,108,121
"ENSMUSG00000032567",16,36,21,53,21,25,31,27,16,15
"ENSMUSG00000032570",886,1971,794,2026,931,593,724,2135,817,1236
"ENSMUSG00000032571",600,1485,767,1454,563,809,674,1478,635,734
"ENSMUSG00000032578",82,171,124,187,66,113,87,166,63,123
"ENSMUSG00000032580",1030,2530,1366,2847,1129,1548,1157,3242,1313,1452
"ENSMUSG00000032582",108,203,94,241,115,86,70,220,91,95
